4.43911E+0	-8.78906E-2	1.65038E-3	0.00000E+0
4.43906E+0	-8.78906E-2	1.59472E-3	0.00000E+0
4.43896E+0	-8.78906E-2	1.47222E-3	0.00000E+0
4.43867E+0	-8.78906E-2	9.61652E-4	0.00000E+0
4.43892E+0	-8.78906E-2	1.40441E-3	0.00000E+0
4.43911E+0	-8.78906E-2	1.65038E-3	0.00000E+0
4.43867E+0	-8.78906E-2	9.61652E-4	0.00000E+0
4.43921E+0	-8.78906E-2	1.75230E-3	0.00000E+0
4.43901E+0	-8.78906E-2	1.53548E-3	0.00000E+0
4.43901E+0	-8.78906E-2	1.53548E-3	0.00000E+0
4.43901E+0	-8.78906E-2	1.53548E-3	0.00000E+0
4.43906E+0	-8.78906E-2	1.59472E-3	0.00000E+0
4.43896E+0	-8.78906E-2	1.47222E-3	0.00000E+0
4.43921E+0	-8.78906E-2	1.75230E-3	0.00000E+0
4.43931E+0	-8.78906E-2	1.84338E-3	0.00000E+0
4.43936E+0	-8.78906E-2	1.88537E-3	0.00000E+0
4.43896E+0	-8.78906E-2	1.47222E-3	0.00000E+0
4.43882E+0	-8.78906E-2	1.25211E-3	0.00000E+0
4.43911E+0	-8.78906E-2	1.65038E-3	0.00000E+0
4.43906E+0	-8.78906E-2	1.59472E-3	0.00000E+0
4.43887E+0	-8.78906E-2	1.33135E-3	0.00000E+0
4.43872E+0	-8.78906E-2	1.06955E-3	0.00000E+0
4.43906E+0	-8.78906E-2	1.59472E-3	0.00000E+0
4.43892E+0	-8.78906E-2	1.40441E-3	0.00000E+0
4.43896E+0	-8.78906E-2	1.47222E-3	0.00000E+0
4.43872E+0	-8.78906E-2	1.06955E-3	0.00000E+0
4.43872E+0	-8.78906E-2	1.06955E-3	0.00000E+0
4.43896E+0	-8.78906E-2	1.47222E-3	0.00000E+0
4.43887E+0	-8.78906E-2	1.33135E-3	0.00000E+0
4.43892E+0	-8.78906E-2	1.40441E-3	0.00000E+0
4.43882E+0	-8.78906E-2	1.25211E-3	0.00000E+0
4.43857E+0	-8.78906E-2	6.87038E-4	0.00000E+0
4.43867E+0	-8.78906E-2	9.61652E-4	0.00000E+0
4.43862E+0	-8.78906E-2	8.37142E-4	0.00000E+0
4.44023E+0	-8.75977E-2	2.35556E-3	1.16545E-3
4.44331E+0	-8.65723E-2	4.88281E-4	2.17869E-3
4.44590E+0	-8.52051E-2	2.45174E-3	2.44141E-3
4.44868E+0	-8.45703E-2	1.40441E-3	2.28919E-3
4.45249E+0	-8.36426E-2	1.65038E-3	1.65038E-3
4.45313E+0	-8.32031E-2	0.00000E+0	9.61652E-4
4.45488E+0	-8.31055E-2	2.35556E-3	6.87038E-4
4.45767E+0	-8.33984E-2	1.25211E-3	1.33135E-3
4.45825E+0	-8.31543E-2	1.06955E-3	8.37142E-4
4.46050E+0	-8.33496E-2	2.45321E-3	1.25211E-3
4.46313E+0	-8.35937E-2	1.27498E-3	1.59472E-3
4.46675E+0	-8.42773E-2	1.99883E-3	2.15256E-3
4.46934E+0	-8.60352E-2	2.28919E-3	2.38199E-3
4.47256E+0	-8.68164E-2	6.87038E-4	2.03288E-3
4.47266E+0	-8.70117E-2	0.00000E+0	1.88537E-3
4.47710E+0	-8.77441E-2	2.31170E-3	8.37142E-4
4.48203E+0	-8.78418E-2	1.33135E-3	4.88281E-4
4.49038E+0	-8.78906E-2	4.89045E-3	0.00000E+0
4.49697E+0	-8.79883E-2	6.87038E-4	6.87038E-4
4.49795E+0	-8.90625E-2	1.88537E-3	2.09587E-3
4.50249E+0	-9.00879E-2	1.53548E-3	2.44141E-3
4.50796E+0	-9.16504E-2	2.38956E-3	2.06520E-3
4.51201E+0	-9.23340E-2	1.67428E-3	1.40441E-3
4.51621E+0	-9.26758E-2	1.33135E-3	6.87038E-4
4.52012E+0	-9.25781E-2	2.31013E-3	9.61652E-4
4.52393E+0	-9.27734E-2	2.45371E-3	0.00000E+0
4.52637E+0	-9.26758E-2	0.00000E+0	6.87038E-4
4.52813E+0	-9.27734E-2	2.35556E-3	0.00000E+0
4.53105E+0	-9.27734E-2	9.61652E-4	0.00000E+0
4.53164E+0	-9.27734E-2	1.33135E-3	0.00000E+0
4.53164E+0	-9.27734E-2	1.33135E-3	0.00000E+0
4.53184E+0	-9.27734E-2	1.59472E-3	0.00000E+0
4.53159E+0	-9.27734E-2	1.25211E-3	0.00000E+0
4.53159E+0	-9.27246E-2	1.25211E-3	4.88281E-4
4.53145E+0	-9.27734E-2	9.61652E-4	0.00000E+0
4.53457E+0	-9.27734E-2	2.28919E-3	0.00000E+0
4.53643E+0	-9.27734E-2	1.16545E-3	0.00000E+0
4.54077E+0	-9.27734E-2	1.45163E-3	0.00000E+0
4.54443E+0	-9.27734E-2	2.24886E-3	0.00000E+0
4.54834E+0	-9.27734E-2	2.45371E-3	0.00000E+0
4.55142E+0	-9.27734E-2	1.65038E-3	0.00000E+0
4.55542E+0	-9.27734E-2	1.06955E-3	0.00000E+0
4.55566E+0	-9.27246E-2	0.00000E+0	4.88281E-4
4.55874E+0	-9.27246E-2	2.36932E-3	4.88281E-4
4.56216E+0	-9.26758E-2	2.40963E-3	6.87038E-4
4.56548E+0	-9.26758E-2	4.88281E-4	6.87038E-4
4.56782E+0	-9.24316E-2	2.45321E-3	1.25211E-3
4.57061E+0	-9.26270E-2	1.16545E-3	8.37142E-4
4.57397E+0	-9.24316E-2	2.12497E-3	1.25211E-3
4.57539E+0	-9.22363E-2	9.61652E-4	1.53548E-3
4.57983E+0	-9.21875E-2	1.27498E-3	1.59472E-3
4.58340E+0	-9.16016E-2	2.28919E-3	2.09587E-3
4.58833E+0	-9.12109E-2	2.26964E-3	2.28919E-3
4.59102E+0	-9.03809E-2	2.09587E-3	2.45321E-3
4.59429E+0	-8.97949E-2	1.40441E-3	2.39359E-3
4.59443E+0	-8.92090E-2	1.16545E-3	2.17869E-3
4.59429E+0	-8.90137E-2	1.40441E-3	2.06520E-3
4.59438E+0	-8.92090E-2	1.25211E-3	2.17869E-3
4.59443E+0	-8.95020E-2	1.16545E-3	2.30753E-3
4.59409E+0	-8.89160E-2	1.65038E-3	1.99883E-3
4.59443E+0	-8.95508E-2	1.16545E-3	2.32468E-3
4.59434E+0	-8.88184E-2	1.33135E-3	1.92518E-3
4.59404E+0	-8.90137E-2	1.70281E-3	2.06520E-3
